message,isTarget,type
fix tooltip issue .,0,0
fix more bug .,0,0
fix various tokenizer error .,0,0
fix some minor issue,0,0
fix some small bug,0,0
fix case sensitive issue of blob indexer .,1,1
fix issue that websocket do not work,1,1
fix some review bug .,0,0
fix some minor bug,0,0
fix the code comment filter bug,1,1
fix transition page bug,1,1
fix various attachment lose issue,1,1
fix some minor bug,0,0
fix issue below :,0,0
fix the issue of incorrect commit graph,1,1
fix # 179 broken test .,0,0
fix many compiler warning,0,0
many ansi bugfixes . close # 66,0,0
fix unchecked warning,0,0
# 141 prevent npe when sort require options / parameters . close # 141,1,1
fix checkstyle error,0,0
fix bug of flip multi time ( # 994 ),1,1
optimize registryfactory singleton pattern and registrytype judge mode ( # 2382 ),1,3
optimize saga log output ( # 2020 ),1,3
optimize preparedstatementproxy initialization logic ( # 2242 ),1,3
solve the lock _ key length problem ( # 1905 ),1,1
optimize branchstatus comment ( # 1404 ),1,3
fix some javadoc comment ( # 1416 ),0,0
fix some configuration not convert to camel style ( # 2292 ),1,1
optimize rpc remoting log ( # 1787 ),1,3
optimize configuration item prefix judgment ( # 2182 ),1,3
fix readiness check detail lose,0,0
optimize auto - configuration .,1,3
fix extension point race condition ( # 714 ),0,0
fix postprocessors inherit problem ( # 521 ),1,1
fix cloud compatible ( # 268 ),0,0
fix 1201 - array property constraint deserialization,0,0
migrate java - jersey2 - guice sample,0,0
fix npe in reflectionutils when scan interface,1,1
fix test,0,0
fix # 1234 : the mule module don't support beanconfig,0,0
fix # 1069 : handling of generic type have be add .,0,0
fix # 1155 : name inspection have be fix .,0,0
fix complication of defaultparameterextension,0,0
fix setter so value be actually set,0,0
fix bug .,0,0
fix bug,0,0
trace,0,0
transactionrunning ? ? ?,0,0
fix # 225 # 216,0,0
fix bug .,0,0
start,0,0
fix bug .,0,0
fix bug,0,0
trend view,0,0
fix android 10 issue with `` permission deny ``,1,1
fix android 10 issue with `` permission deny ``,1,1
optimize import,0,0
optimize import,0,0
fix issue # 318 . fileutils numberformatexception,1,1
fix shell example,0,0
fix proxy option additionalrequestheaders bug ( # 1274 ),1,1
fix comment indentation,0,0
fix jsonpath example,0,0
fix binary data corruption when proxying request,1,1
fix high cpu load,0,0
splay tree start,0,0
fix some formatting .,0,0
fix the bug,0,0
fix issue 514 ( # 528 ),0,0
fix rotation,0,0
fix javadocs,0,0
fix javadocs,0,0
fix camera mute ( # 143 ),0,0
"fix snapshot cropoutput , crop only when need",0,0
fix crash for picture callback after stop ( ),1,1
fix camerapreview test,0,0
fix crop center bug ( # 30 ),0,0
fix android studio preview error use isineditmode .,1,1
fix test,0,0
fix video snapshot rotation,0,0
fix ? ? ? zuul filter header mydiscoveryenabledstrategy,0,0
skywalking span ignored,0,0
fix codacy,0,0
fix deopter not work,1,2
fix crash when fork webview _ zygote on oneplus device,1,1
fix incompatibleclasschangeerror when invoke original method,1,1
fix inconsistent use _ white _ list flag,0,0
fix bad javadoc,0,0
fix shutter open / close behavior,0,0
fix issue with stale createperiod event in concatenatingmediasource .,1,1
fix track selection nullability issue .,1,1
fix smoothstreaming where audio fourcc be miss .,0,0
fix release branch,0,0
fix eventmessage timestamp issue,1,1
fix canacquiresession for clearkey,0,0
fix progressivemediasource defaultextractorsfactory proguarding,0,0
fix timestamp round error in fmp4 extractor .,1,1
fix the build .,0,0
pa mediasource instance through onsourceinforefreshed,0,0
fix gapless playback,0,0
fix lint warning for 2 . 10,1,1
fix 2 cea decoder bug,1,1
fix some remain extension api nullability issue .,1,1
fix channel count propagation on hl traditional preparation,0,0
fix parcelable . creator # newarray implementation,1,1
fix subtitle parse regex suggestion,0,0
fix lint warning for 2 . 10,0,0
fix webm demo,0,0
fix mobileharness playback test .,0,0
fix some random android studio warning .,1,1
fix detection of postroll when seek to duration,1,1
fix bogus reporting of audio focus loss,1,1
fix position jank after pause and seek,0,0
fix javadoc warning expose by - xdoclint,0,0
fix downloadservice don't stop when the app be kill,1,2
fix more case of downloads not be resume,1,1
fix some lint warning,0,0
fix warning in oggvorbisextractortest and vorbisbitarraytest .,1,1
fix util nullness warning .,1,1
fix detection of end of live event,1,1
fix defaulttrackselector # parameter withselectundeterminedtextlanguage,1,1
fix adts extraction with mid - stream id3,1,1
fix order of event in progressivemediaperiod .,1,1
fix miscellaneous nit,0,0
fix message index bug .,1,1
fix gapless playback,0,0
fix tx3g decode,0,0
fix some android studio inspection warning,1,1
fix handling of network transition in requirementswatcher,1,1
optimize aac seek except for xhe - aac,1,3
fix cbr seek when xing header be present .,1,1
fix ogg / flac sync exception .,1,1
fix potential medium source release before medium period release .,1,1
fix flaky downloadmanagerdashtest,0,0
fix dash live edge calculation .,1,1
fix divergence of timeline between exoplayerimpl and exoplayerimplinternal .,1,1
pa source to transferlistener event,0,0
fix vp9 sample,0,0
fix lint error,0,0
fix some javadoc issue,0,0
fix some audioprocessor nit,0,0
fix vpfo counter reporting,0,0
fix dolby vision fallback to avc and hevc,1,1
fix some potential uri nullness violation .,1,1
fix some analysis warning .,0,0
fix flac extension test,0,0
fix smoothstreaming,0,0
fix defaulttrackselector # parameter withselectundeterminedtextlanguage,0,0
fix miss generic,0,0
resolve conflict,0,0
fix break javadoc,0,0
fix an issue where retry webm extraction fail .,1,1
fix javadoc error,0,0
fix bug where silencemediasource # gettag be always return null .,1,1
fix thread - safety issue use defaulttrackoutput .,1,1
optimize parsablenalunitbitarray,1,3
fix cachedatasource and simplecache issue,1,1
fix release branch,0,0
fix flaky asynchronousmediacodecadaptertest,0,0
fix period transition with non - zero start position .,1,1
fix downloadservice resumption,1,1
fix some more lint issue,0,0
fix miss generic,0,0
fix flaky downloadmanagerdashtest,0,0
optimize parsablebitarray,1,3
fix incorrect javadoc,0,0
fix wrong start position in resetinternal .,1,1
fix robolectric test when run with gradle,1,1
fix divergence of timeline between exoplayerimpl and exoplayerimplinternal .,1,1
fix timestamp round error in fmp4 extractor .,1,1
fix sideloaded subtitle,0,0
fix mislead method name .,1,1
fix parsablebytearraytest .,0,0
fix downloadservice resumption,1,1
"fix setselectionoverride ( index , track , null )",1,1
fix wrong start position in resetinternal .,1,1
fix build,0,0
fix contentdatasource bytesremaining calculation,1,1
fix 2 cea decoder bug,1,1
fix compiler warning .,0,0
fix remain common module nullness issue .,1,1
fix downloadservice don't stop when the app be kill,1,2
fix all fixme comment .,0,0
fix contentdatasource bytesremaining calculation,1,1
pa loaderrorinfo to loaderrorhandlingpolcy,0,0
fix detection of truehd syncframe in matroskaextractor,1,1
fix audio focus,0,0
fix key rotation,0,0
fix stuck - buffering state when play merge medium,1,1
fix robolectric test when run with gradle,1,1
migrate override of deprecate onplaybackparameterschanged,1,3
fix timestamp rollover issue for dash live .,1,1
fix some warning .,0,0
fix all fixme comment .,0,0
fix delivery of onloadcanceled to occur before thread dy .,1,3
optimize caption .,0,0
fix potential integer overflow,1,1
fix bug in maskingmediasource cause by removed period .,1,1
optimize parsablebitarray,1,3
fix javadoc warning expose by - xdoclint,0,0
fix break javadoc,0,0
fix intermittent decoder crash when play mp3 inside mp4,1,1
fix bad @ see javadoc in castplayer,0,0
fix setmediabitratekbps name from consistency point of view,1,1
fix moe config,0,0
fix javadoc,0,0
fix ttmlcolorparser test .,0,0
fix bogus reporting of audio focus loss,1,1
fix playbackstatslistener behavior when not keep history,1,3
deprecate downloadservice state change method,1,3
deprecate downloadservice state change method,1,3
fix javadoc,0,0
fix key rotation,0,0
fix break javadoc,0,0
suppress remain constantcaseforconstant warning,0,0
fix negative start time value,1,1
fix bug in aes128datasource,0,0
fix flaky unit test,0,0
fix issue with stale createperiod event in concatenatingmediasource .,1,1
sanitize mappedtrackinfo api,1,3
fix h262 segmentation .,0,0
fix smoothstreamingmanifest to handle large timestamps .,1,1
optimize parsablenalunitbitarray,1,3
fix vod to live transition .,1,1
fix possible subrip timing line npe,1,1
fix us / ms conversion error .,1,1
fix incorrect rounding of ad cue point,1,1
fix some lint issue .,0,0
pa sessionid rather than mediacrypto,0,0
fix aes128datasourcetest portability issue,1,1
sanitize cachedatasource / cachedatasink factory,0,0
fix position jank after pause and seek,1,1
fix downloadservice notification flicker,1,1
fix subtitle .,0,0
fix controller ui toggle when use sphericalsurfaceview,1,1
fix hl encryption method detection,1,1
fix playbackstatslistener behavior when not keep history,1,3
fix handling of network transition in requirementswatcher,0,0
fix bug that cause failure when all renderers disable .,1,1
fix fmp4 playback duration and absent tfdt handling .,0,0
fix createdecoder method declaration,0,0
fix playback control focus,0,0
fix some handler,0,0
merge conflict,0,0
fix statement track,0,0
fix snapshot revision .,0,0
fix issue with improper initialization of lastaccesstime .,1,1
fix regression cause by # 1337,1,1
fix prometheus metric to support multiple hikaricp pool ( # 890 ),1,3
fix unit test failure .,0,0
fix # 354 always set previous timestamp,0,0
fix faststatementlist unit test failure .,0,0
fix exception message,1,1
fix java8 javadoc error .,0,0
fix # 66 mbean registration,0,0
fix some issue find by idea inspection,1,1
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix pmd : redundantfieldinitializer - redundant field initializer .,0,0
fix player switch,0,0
fix info ' s start time when use videodetailfragment,0,0
fix close notification problem,0,0
resolve conflict,0,0
fix nullpointerexception in queue handling,1,1
fix travis,0,0
fix regression : unable to find explicit activity class,1,1
resolve conflict,0,0
optimize import,0,0
fix another weblate crash,0,0
fix animation,0,0
fix compile release build,0,0
fix some deprecation,0,0
resolve conflict,0,0
fix crash when open video in local playlist tab,1,1
fix crash due to no `` other `` item in plural,1,1
fix autoplay,0,0
fix squid : s2259 - null pointer should not be dereferenced .,1,2
fix another pattern problem,0,0
fix broken view pager tab implementation,1,1
fix some searchengine error,0,0
fix image loader bug,0,0
resolve conflict,0,0
gather all bug shit thing,0,0
fix some bug,0,0
fix some bug,0,0
fix backbutton behaviour,0,0
fix invisible queue close button,0,0
suppress remain checkstyle error,1,1
fix addyoutubecookies function ( yt change thing lately ),0,0
fix another livestream relate issue,1,1
fix player resume,0,0
resolve another weblate crash,1,1
fix kodi button show up in unsupported service,0,0
fix mute button cause crash on api 19,1,1
fix illegalstateexception after onsaveinstancestate,1,1
fix charset issue .,0,0
fix audiomanager memory leak,1,1
fix visual glitch when exit the app,1,1
fix some more bug,0,0
edit gitignore,0,0
fix preview not move,0,0
fix frame not show properly,1,1
fix wrong subject use in test .,1,1
fix the issue about null value,1,1
fix replaysubject leak,1,1
fix javadoc and style error,0,0
fix unit test determinism,0,0
fix issue # 1196 and some doc issue,0,0
fix deadlock in subscribeonbounded,1,1
fix flowable . window ( publisher | callable ) upstream handling ( # 5888 ),0,0
fix exception in javadoc ( # 4793 ),0,0
fix the extra retention problem in replaysubject ( # 5892 ),1,1
fix issue # 1522,0,0
fix operationalconditional,0,0
fix javadocs,0,0
"fix buffer ( open , close ) not dispose indicator properly ( # 5811 )",1,1
fix the blocking / non - blocking first,0,0
fix the issue # 521,0,0
lift performance,0,0
fix the issue that groupby may not call ' unsubscribe ',1,1
fix flowable . groupby cancellation / cleanup / eviction race hang ( # 6979 ),0,0
fix terminal state handling,0,0
fix thread safety for unsubscribe,0,0
fix issue # 1451,0,0
fix attempt to the firehose test .,0,0
fix toiterator exception handling,1,1
fix concat to allow multiple observer,1,3
fix minor javadocs syntax error,0,0
fix the issue that sample don't call ' unsubscribe ',1,1
fix encoding / formatting,0,0
fix replaysubject ' s double termination problem .,1,1
fix ambiguous import,0,0
fix javadoc for functionx ( # 5347 ),0,0
add exists and isempty,1,3
fix the usage of deprecated method .,1,3
optimize scalar observeon / subscribeon,1,3
fix compilation warning,0,0
fix the issue that map may swallow fatal exception,1,1
fix the rxclojure project link .,0,0
fix the bug that ' flatmap ' swallow onerrornotimplementedexception,1,1
fix javadoc error,0,0
fix dst cutover bug in test case,1,1
fix instance selection bug cause by use day,1,1
fix detachvolumes test,0,0
fix issue # 152 : catch sockettimeoutexception,1,1
fix artifactid,0,0
fix an exception,0,0
fix many unchecked call warning during compile time,1,1
fix gradle warning ( # 1341 ),0,0
fix authorization with https non - secured do not work,1,1
fix some build error,0,0
fix retries with no chunking,1,1
fix rare crash in the login page,0,0
fix to issue # 2089,0,0
fix crash in ice cream sandwich android version,0,0
fix drawer close search,0,0
fix bug,0,0
fix paste text do not work,1,2
rebase fix,0,0
"fix , creation of subdirectory",0,0
fix paste text do not work,1,2
fix passcode crash,0,0
solve conflict with master,0,0
solve fab snackbar overlap bug,1,1
fix bug,0,0
fix bug,0,0
solve conflict,0,0
fix bug,0,0
fix crash due to obsolete string resource,1,1
try fix travis fail,0,0
create getuserinfousecase,0,0
fix conflict,0,0
fix uploads collision,0,0
fix job finish,0,0
fix bug,0,0
solve some rebase conflict,0,0
fix wizard be show twice with fingerprint lock enable,1,1
fix bug . app crash when instal it,1,1
fix crash in navigation in filelist,1,1
fix bug : folder be create in the wrong account,1,1
fix wrong onoptionsitemselected implementation,1,1
fix some rebase conflict,0,0
fix order by name,0,0
fix search when browsing,0,0
fix bug,0,0
create getquotausecase,0,0
fix bug maintenance mode in share view,1,1
fix some build error,0,0
colorize log,0,0
fix double upload issue,1,1
fix kotlin example,0,0
fix import,0,0
merge merge pr 736 : fix @ touch,0,0
fix injection of bean,0,0
fix holoeverywhere integration,0,0
fix intentbuilder startforresult,0,0
fix formatting,0,0
fix some problem with validatorhelper,1,1
fix eserviceholder receiver delegation method call,0,0
fix last merge ( see # 459 ),0,0
fix some formatting problem,0,0
fix build,0,0
fix some test,0,0
merge merge pr 729 : fix test,0,0
fix method with @ receiveraction not call,1,1
fix compilation error on protected inner class,1,1
fix # 100 : error message be not well print,1,1
fix unchecked cast warning,1,1
fix generic issue with @ viewbyid,1,1
fix import,0,0
fix bug on neg index,1,1
fix ut,0,0
optimize getrow / getrows,1,3
fix netty buffer release problem,1,1
optimize ut run time,1,3
fix multi - task block problem,1,1
optimize ut execution time,1,3
fix ut,0,0
fix some ut,0,0
optimize ut execution time,1,3
optimize snapshot dump,1,3
fix bug,0,0
fix nullpointerexception when use old mapper api,1,1
fix l1 regression problem for component vector,1,1
fix some bug for l1 in gradientdescent for lr,1,1
impove sparse init,1,3
fix link,0,0
fix l2 loss problem for comp model type,1,1
fix partition save duplicate problem,1,1
fix psf,0,0
fix ut,0,0
optimize oplog merger pool,1,3
fix test compile error,0,0
fix loadtolocal for row base matrix,0,0
fix the comment receive in the pull request ( # 326 ) .,0,0
fix slow basictimecheckertest ( # 1211 ),0,0
fix issue 917 and other startup issue,0,0
fix formatting,0,0
fix bug : timezone default setting don't work,1,1
fix the jobrunner test,0,0
fix the code fromat,0,0
fix # 661 : log download timeout be too short,1,1
fix the duplicate flow log problem,1,1
guicing execmetrics and fix related immutableenumchecker warning ( # 1215 ),1,1
fix db failover functionality ( # 1410 ),1,1
fix cosmetic storage bug ( # 1097 ),1,1
fix know security bug via proper * nix permissioning ( # 1325 ),1,1
fix npe in fetchactiveflowdao ( # 1862 ),1,1
file count check fix ( # 2065 ),0,0
fix cron expression validation ( # 789 ),0,0
fix jobrunner bug when job be cancel early ( # 1148 ),1,1
fix classcanbestatic warning in common sub - project ( # 1006 ),1,1
add,0,0
fix test and lint,0,0
trigger some change,0,0
ensure late come from the run container ( # 1179 ),1,3
force new build,0,0
fix test case,0,0
fix test failure and miss resource,0,0
fix checkstyle issue,0,0
fix compilation issue,0,0
fix osgi itests,0,0
fix doc head,0,0
file producer - issue with tod when use moveexisting,1,1
fix c,0,0
fix checkstyle issue,0,0
fix c,0,0
fix jdbcaggregationrepository optimistic locking feature ( # 3838 ),0,0
fix checkstyle,0,0
send game,0,0
fix deprecate call and option,1,3
fix rabbitmq doc and regen,0,0
fix the reader premature closure by compete thread,1,1
fix the autostartup cancellation from route policy issue,1,1
fix async engine / test,0,0
fix hystrixhierarchicalconfigtest and springhystrixroutehierarchicalconfigtest,0,0
fix few warning,0,0
fix jaxb model to pass modelsanitycheckertest,1,3
fix test,0,0
fix rabbitmq requeue header handling ( # 3555 ),0,0
fix ahc test after jetty upgrade,0,0
fix sn test,0,0
optimize core and fixed test,1,3
fix c,0,0
fix c,0,0
fix import,0,0
fix input uri for normalizeduri ( # 3715 ),0,0
fix camel - milo client component,0,0
fix the camel - servlet build reproducibility,0,0
fix formatting,0,0
fix endpointbuilderfactory be not update in endpointdsl,1,1
deprecate the legacy azure component ( # 4024 ),1,3
solve suggestion .,0,0
fix findbugs warning,0,0
fix unit test,0,0
fix healthcheckregistry and healthcheckservice setter,0,0
fix management test,0,0
fix packagecomponentmojo when generate json file,0,0
fix import,0,0
fix marshal test,0,0
fix header resolution for lra saga route,0,0
fix finding,0,0
fix some javadoc formatting,0,0
fix camel - log autowired exchange formatter test,0,0
file producer - issue with tod when use moveexisting,1,1
optimize core,0,0
fix the defect manual commit not work ( # 2306 ),1,1
fix checkstyle,0,0
fix bug : bug,0,0
spring service,0,0
sping boot jar,0,0
fix bug : integer ? ? ? string ? ? ?,0,0
fix bug,0,0
fix picker to work when profile picture not show .,1,1
fix sso issue with legacy apps .,1,1
deprecate place sdk,1,3
fix some fail android test,0,0
fix aam crash cause by getrootview,1,1
fix switchusersample,0,0
fix several issue with picker sample and authentication .,1,1
fix broken test,0,0
fix select intellij lint warning .,1,1
fix flaky monitor test ( # 762 ),0,0
fix flaky test and add logandsendappevent test,0,0
fix unit test,0,0
fix resource leak issue of cursor,1,1
fix broken test ( # 551 ),0,0
fix scrumptious crash during sso reauthorize,0,0
fix memory leak in loginmanager and appeventslogger,1,1
fix the bug of isadapterviewitem,1,1
fix exception when rotate device during dialog auth .,1,1
fix retrypolicy failure assignability checking,1,1
fix logger statement ( # 1779 ),0,0
fix potential npe when reset async history job,1,1
fix camelexceptiontest and remove unstable asyncprocessrevisitedtest,1,1
fix missorted modifier,0,0
fix issue with not export root cause value,1,1
fix more package import statement ( # 1501 ),0,0
fix cfg test finally,0,0
fix some async test,0,0
fix json to bpmn model conversion issue,1,1
fix localization key,0,0
fix event test,0,0
fix some test,0,0
fix local fail cxf test,0,0
fix flaky http test,0,0
rest module should pull spring - security optionally ( # 892 ),0,0
fix scripttasktest,0,0
fix bug with people and group form field type,1,1
fix intermediatetimereventrepeatwithendtest,0,0
fix image generation,0,0
resolve conflict,0,0
fix jobeventstest,0,0
miss white space ( # 1515 ),0,0
fix history level test,0,0
undo juel change,0,0
fix test,0,0
fix process task targetexpression not resolve correctly : tests / modeler,1,1
fix executioneventstest,0,0
fix adhoc subprocess completioncondition export incorrectly,1,1
pull request 629,0,0
fix starttimer test with cycle,1,1
solve issue with execution listener # 42,1,1
fix issue with compensation throw event activityref attribute # 1256,1,1
fix empty classloader ( the default ),0,0
fix test,0,0
fix process definition suspension test,0,0
fix all fail rest unit test on v6,0,0
resolve conflict,0,0
fix logo size in navigation bar ( # 1918 ),0,0
fix fail sql server test ( part 2 ),0,0
fix fail qa ( v5 compatibility ),0,0
fix kafka inbound channel custom property fail test,1,1
fix bit of executionquerytest,0,0
fix issue # 67,0,0
fix empty expression assignment # 629,0,0
fix foreign key for root proc inst,0,0
fix candidate filter,0,0
fix possible npe,1,1
fix history none test,0,0
fix act - 2176 : skipexpression support be not complete skip user task .,1,1
fix double check lock pattern ( # 145 ),0,0
fix exception message text ( # 2676 ),1,1
fix history none test,0,0
fix osgi issue,0,0
fix ldap compilation issue,0,0
fix cdi test issue,0,0
fix model blob issue,0,0
fix crystalball expression dependency,0,0
fix unsafe xmlinputfactory instantiation,1,1
fix remain upgrade issue,0,0
fix spring boot test,0,0
fix exception when myprogramchangesdisplayplugin be uninstalled .,1,1
fix recent navigation history regression,0,0
fix change history issue link .,0,0
deprecate user _ scripts _ bin _ dir,1,3
fix help link,0,0
fix dataactiontest failure due to data setting dockingaction change .,1,1
fix test problem,0,0
fix programbuilder unended transaction,0,0
fix ntheader name,0,0
gt - 3333 more good test & fix padding logic,0,0
fix incorrect handling of relocation for arm be8 binary,1,1
fix weak cache be sometimes treat a dynamic value .,1,1
fix compatibility postgresql function string _ agg,1,1
fix formatting,0,0
fix nullif with row value,0,0
fix too aggressive removal info collection,1,1
fix null support for primivite type in pgserver,1,1
fix array element reference,0,0
fix some warning and mark some method a static,0,0
fix openclose test case,0,0
