message,isTarget,type
fix flaky test cause by non - closed realm ( # 4528 ),1,1
fix flaky test relate with async transaction,1,1
fix javadoc generation .,0,0
fix findbugs issue,0,0
fix findfirst with sort ( # 5848 ),0,0
fix serialization of partition value,1,1
fix javadoc error .,0,0
fix exception thrown from backlinks field ( # 4500 ),1,1
fix flaky test,0,0
nh / fixing 3105 ( # 3306 ),0,0
fix the distribution version,0,0
fix isloaded javadoc ( # 3240 ),0,0
fix the broken kotlin example,0,0
fix the concurrency example,0,0
fix kotlin example,0,0
fix test,0,0
fix monkey output,0,0
fix the publishing to ojo and bintray,0,0
fix annotation processor not compile ( # 6791 ),1,1
fix spell mistake ( # 5513 ),0,0
fix javadoc,0,0
fix realmlist not create dynamicrealmobject of the correct type .,1,1
fix syncsession test ( # 5853 ),0,0
deprecate some method,1,3
fix clusterconnectionmanager # calcslot bug .,1,1
fix tomcat session replication issue # 1414,1,1
fix redissonsemaphortest,0,0
fix the # 699,0,0
redissoncountdownlatch some fix,0,0
fix bloomfilter rename bug .,0,0
fix test,0,0
sync internal change,0,0
linting fix,0,0
fix serverstatuschangelistenertest race condition .,0,0
deprecate config apis,1,3
fix issue # 28,0,0
fix issue # 156 and # 149,0,0
fix # 142 .,0,0
fix issue # 61,0,0
fix issue # 141,0,0
fix issue # 22 .,0,0
fix miss parenthesis,0,0
fix excessive change notification,0,0
fix property resolution when config not load,1,1
fix issue # 86 and # 87,0,0
fix minor issue .,0,0
fix property resolution when config not load,1,1
fix issue # 39,0,0
fix access level of wsclient,0,0
fix checkstyle error,0,0
fix blastfurnace access level and subscriber name,0,0
fix 2 emote clue,0,0
fix theatre of blood inventoryid ( # 4608 ),0,0
fix negative total xp calculation when skill start,1,1
fix break glyph,0,0
expose friend,0,0
fix karamja diary displaying incorrect progress,1,1
fix exp tracker ui margin incosistency,1,1
optimize getclickbox,0,0
fix monastery clue position,0,0
fix shilo village agility marker,0,0
fix inliner,0,0
fix cannon cannonball count,0,0
fix test,0,0
fix tray icon crash when click quickly on start,1,1
fix world map surface selector widget id,1,1
fix referee cryptic clue,0,0
fix npe when reset configs with null default,1,1
fix al kharid mine hot - cold clue location,0,0
optimize panel rebuild,1,3
fix menu entry swap for shark harpoon fishing ( # 965 ),1,1
fix getter return type again,0,0
optimize getinteracting,0,0
fix null pointer when crop near camera,1,1
fix agilityplugin name convention,0,0
fix maple longbow ( u ) xp ( # 12064 ),0,0
fix bank widget id due to container change,1,1
fix putfield object / value order,0,0
fix hotcoldlocation worldpoint,0,0
fix birdhouse swap,0,0
fix various clue object and location .,0,0
fix til next level time for low xp amount,0,0
fix prayer level need to next combat,0,0
fix herbiboar performance / blinking,0,0
fix achievment diary widget id,0,0
fix test,0,0
set size properly,0,0
fix cir fairy ring location ( # 7308 ),0,0
fix fight arena pub emote clue,0,0
fix overlay hide during long chop delay,1,1
center some location spot,0,0
fix panel expand inconsistency ( # 464 ),0,0
fix some of the orientation issue,0,0
fix cat chase menu entry swap,0,0
fix pest control shield state check ( # 4977 ),0,0
fix null name for quest object in cryptic clue,1,1
fix idle animation plugin timer cancelling,0,0
fix kbd respawn timer,0,0
fix altar of the occult id,0,0
center some location spot,0,0
fix npe while load,1,1
fix inferno timer starting time,0,0
fix snap overlay above chatbox not be render,1,1
fix barbarian chest and abbot langley clue step,0,0
fix decorativeobject convexhulls,0,0
fix tooltip modicon outofbounds,0,0
fix raid scout overlay not render at bank,0,0
optimize panel rebuild,0,0
fix mcgrubor and cow pen hot - cold location ( # 3603 ),0,0
fix widget # ishidden return incorrect state when parent be null,1,1
fix edgeville monastery emote clue scroll ( # 2909 ),0,0
fix unarm attack speed,0,0
fix dragonstone necklace name in skill calculator ( # 5287 ),1,1
fix access control in clue scroll plugin,1,1
fix worldmapplugin,0,0
fix most of rotation logic,0,0
fix league area teleport bug,0,0
fix offline world show population of 65535,0,0
fix the frame be displayable exception,1,1
fix error with emote clue ( # 1312 ),1,1
fix unfavorite remove all favorited world ( # 11739 ),0,0
fix pitch relaxer after rev 165 change,1,1
fix first slayer kill not be register,0,0
fix getcanvastileareapoly arrayoutofbounds,0,0
fix camel type in varrock museum quiz,1,1
fix grotesque guardian loot tracker,0,0
skip controller setter function ? ? ? do not need unit test,0,0
fix jpa problem,0,0
fix nit and concern from code review,1,1
fix javadoc formatting .,0,0
fix the message type of unsuback message,0,0
fix spring boot configuration .,0,0
fix conflict,0,0
fix entity view test . fix transport docker configs .,0,0
fix spell,0,0
fix conflict,0,0
fix init fit to bound,1,3
fix conflict,0,0
fix widget bundle and widget type alias creation .,1,1
fix time base page link query .,0,0
build fix,0,0
fix test,0,0
fix rotate log file folder,0,0
fix indentation,0,0
fix migration script,0,0
fix gateway / device last activity time check,0,0
fix rule engine test .,0,0
fix telemetry subscription service .,0,0
zoom fix,0,0
fix rulechain dao model,0,0
fix conflict,0,0
build fix,0,0
"fix name . andthen , thenrun , maptry .",0,0
give conversion method some love .,0,0
close # 77,0,0
solves patmat ambiguity ( # 1984 ),0,0
fix spell error,0,0
close # 74 .,0,0
miss generate file,0,0
add some sugar .,0,0
fix some eclipse warning,0,0
put con and nil in the position they deserve .,0,0
fix a bug parse parameter type of lambda signature .,1,1
fix bug,0,0
add rangegridlayouthelper,0,0
fix sticky listener and npe .,1,1
fix whitespace,0,0
set up travis .,0,0
copy test,0,0
fix actionmode background asset,0,0
copy test,0,0
copy test,0,0
tick holder animation,0,0
fix most of tab relate bug,0,0
fix kk storage acces bug,0,0
do most of thing except fragment thing,0,0
fix intent - filter for cloudrail to identify entrypoint,1,3
fix recent file sort query,0,0
fix zipviewer,0,0
fix shadowmultidex import,0,0
fix npe when get output stream for root file,1,1
fix race condition for service onpostexecute,1,1
fix broken test,0,0
fix screen rotation problem after pr # 1947 apply,1,1
fix bug : ftp tile not work with wifi hotspot,1,1
fix icon not find problem in previous commit,1,1
fix some fcs,0,0
fix gif icon load,0,0
fix classcastexception from drawable to bitmapdrawable,1,1
fix interface callback while perform operation,1,1
fix authentication failure,0,0
fix datapackages concurrentmodificationexception with watcher callback,1,1
fix all rotation problem,0,0
fix broken test,0,0
fix notification indeterminate callback,0,0
solve small name mistake,0,0
fix copy for smb,0,0
fix openable drawer when actionmenu be active,1,1
fix npe when service fail before even start,1,1
fix streamer for find subtitle,1,1
fix back navigation,0,0
fix rotation issue,0,0
fix mainactivity weak reference npe,1,1
copy test,0,0
fix pr repo checkout head in ondemand workflow,0,0
fix some memory leak,0,0
make datautils singleton,0,0
fix # 181 .,0,0
fix # 237 .,0,0
fix # 104 .,0,0
fix # 363 .,0,0
complete # 415 .,0,0
optimize some detail .,0,0
optimize # 395 .,0,0
fix class not find when unmarshalling,1,1
fix some warning .,0,0
fix more stuff,0,0
fix checkselfpermission wrapper signature,0,0
fix broken test,0,0
fix memory leak ( # 210 ),0,0
fix snackbarlistener to avoid inflate a new view,1,3
fix some minor issue,0,0
fix duplicate permission report ( # 275 ),0,0
fix actix bindgen issue,0,0
fix db connect,0,0
fix fortune test,0,0
fix broken test,0,0
fix makefile for ubuntu .,1,1
fix broken test,0,0
verify raw file be not be create correctly,1,2
fix sbt and database issue with scruffy,1,1
fix installation of clang .,0,0
fix some installer issue,0,0
verify fixed dart test,0,0
fix mono installation and aspnet on mono,1,1
fix mojolicious metadata,0,0
"issue # 1663 , silly npe when input parameter be omit",1,1
fix a bug of setup for treefrog .,1,1
fix a bug where 3xx response fail to retry,1,1
fix go / falcore : fix mistake,0,0
fix the type error,0,0
fix ever more issue,0,0
fix stop ( ),0,0
fix setup script .,0,0
make require change,0,0
fix indent .,0,0
fix falcore benchmark ( # 2270 ),0,0
fix view template,0,0
merge conflict,0,0
fix instruction output,0,0
fix minor issue,0,0
fix broken test,0,0
fix dropwizard postgres ( # 5371 ),0,0
fix dart sdk breaking change .,0,0
deflaking testsemaphorepermitsinuse,0,0
fix getcurrentconcurrentexecutioncount value,0,0
fix string comparison that be use ==,1,1
fix the resettability of hystrixmetricspublisherfactory,0,0
deflaking more unit test,0,0
fix flakiness of testsemaphorepermitsinuse,0,0
fix impossible type comparison,0,0
fix javadoc generation and some javadoc warning,1,1
fix issue # 1251,0,0
fix javadoc to use withqueuesizerejectionthreshold,1,3
fix issue # 452 ( # 453 ),0,0
fix some lgtm alert,0,0
fix issue # 442 ( # 451 ),0,0
fix issue # 446 ( # 447 ),0,0
fix issue of miss comma between join in subjoin,1,1
fix some obvious compiler warning,0,0
delete,0,0
fix strange problem with empty set,1,1
fix strign translation,0,0
fix # 8042 switch to hebrew be useless,1,3
fix getcolorfromattr,0,0
fix difference in distance calculation for multiple segment,1,1
fix space texthelper,0,0
fix gradle script,0,0
fix appromination gpx mode,0,0
fix reverse gpx route,0,0
fix compilation,0,0
fix custom color edit,0,0
fix crash # 9462,0,0
fix possible cursorwindowallocationexception,1,1
fix marker export,0,0
"fix name , fix conflict",0,0
fix plan route ( read save route ),0,0
fix straight line,0,0
fix compilation,0,0
fix appearance,0,0
fix # 10091 replace a favorite be faulty,0,0
fix # 9585 ( show photos from wikimedia common ),0,0
fix track gradient scale color,0,0
fix track renaming,0,0
fix progress bar gpx approximation,0,0
fix # 9341 color of synced icon,0,0
fix route calculation for gpx,0,0
fix crash rtl,0,0
fix tracker widget translation,0,0
fix lib script,0,0
fix wrong place of configure profile,0,0
fix # 10021 favorite size should not be arbitrary,0,0
fix weakreference,0,0
fix ru string,0,0
fix compilation,0,0
fix exit without save ui,0,0
fix countwords npe,1,1
fix multi context menu npe,1,1
fix possible npe,0,0
fix status bar color,0,0
fix compilation and space,0,0
fix # 9927 prefer route parameter,0,0
fix issue,0,0
fix countwords npe,0,0
fix split card visibility,0,0
fix mapactivity,0,0
fix profile button and formatting,0,0
fix issue # 10275,0,0
fix # 8545 support system default theme,1,1
fix default speed slider,0,0
fix my place send gpx oauth,0,0
fix route to gpx issue,1,3
fix crash but leave fixme,0,0
fix error string,0,0
fix gpx rout,0,0
fix icon,0,0
fix finish point row visibility for follow track,1,1
fix external device keypresses,0,0
fix dark theme,0,0
fix widget show up after route between point dialog,1,1
fix issue # 18,0,0
fix the mismatch of plugin abi,0,0
fix the issue on ide layout render,1,1
fix some issue report by infer,1,1
scroblling improvement,0,0
fix new instance of activity not fire,0,0
finish fix,0,0
fix desktop widget,0,0
display lyric,0,0
fix bug,0,0
fix bug,0,0
optimize horizontal scale,1,3
optimize shell code,0,0
optimize cachecloud quartz,1,3
optimize sql,0,0
optimize controller date param,1,3
optimize horizontal scale,1,3
fix npe,0,0
close # 68,0,0
fix the acknowlegdement of river _ items .,0,0
fix kotlin corner case with propery name be % s ( # 160 ),0,0
fix carousel visibility setting ( # 356 ),0,0
optimize generate code ( # 985 ),0,0
fix model click listener crash on nested model ( # 767 ),1,1
fix litho model compilation ( # 342 ),0,0
fix hasannotationonanyoverriddenmethod to handle miss annotation type,0,0
fix lint .,0,0
fix asthelpers # gettype for nested type .,1,1
fix tree # tostring warning in errorprone check,1,1
fix findidentifiers # findallidents for lambda expression,1,1
fix collectionincompatibletype for null method argument .,1,1
fix tab .,0,0
fix formatmethod and formatstring javadoc .,0,0
fix the finding position for unused reassignment .,1,1
fix broken build .,0,0
fix varchecker handling of twr and catch variable,0,0
fix some symbol # tostring invocation,0,0
fix some redundancy,0,0
fix some formatting nit,0,0
fix bug introduce when migrate unused .,1,1
fix npe when return double - brace - initialised thing .,1,1
fix maven build for nullness propagation .,1,1
fix bug in assertequalsargumentorderchecker which mean it consider,1,1
fix small precondition bug in errorprone method matcher .,1,1
fix string format bug,0,0
fix a test failure with javac 6,1,1
fix truthselfequals handling of custom subject - returning method,0,0
fix @ guardedby enforcement in lambda,1,1
fix illegalargumentexception in parametername when varargs be empty .,1,1
fix preconditionsnotnullprimitive bug checker,0,0
optimize abstractreturnvalueignored,0,0
fix some false positive,0,0
fix 2 bug in returnvalueignored suggest fix .,1,1
fix nullpointerexceptions in nullable dereference . fix # 1138 .,1,1
fix arrayhashcode test for jdk6 .,1,1
fix the issue with collectionincompatibletype .,1,1
fix issue with wrap adjusted end position .,1,1
fix non - generic return type .,0,0
discourage type # equal,0,0
fix accidental blank line,0,0
fix packagelocation diagnostics,0,0
fix the docgen guava version .,0,0
fix searchingjavacompiler,0,0
fix autovaluefinalmethods warning in refaster code .,1,1
fix various javadoc problem .,0,0
fix rate limiter bug .,0,0
fix flaky test,0,0
do the following change :,0,0
fix defaulteurekaclientconfig unit,0,0
fix appshashcode not get update,0,0
fix unit test,0,0
! fix erroneous connectionidletimeout value,0,0
fix broken state after rst due to duplicate syn,1,1
fix persistentrelaytunnel synchronization,0,0
fix migration test .,0,0
fix more test compilation error,0,0
fix test compilation error,0,0
migration for track tool link . fix bumpschemaversion task,0,0
fix an issue with pipeline state read / save order ( # 3497 ),1,1
fix enterprise build broken due to license - check ( # 5681 ),1,1
fix more config repo test failure ( # 3655 ),0,0
fix test that fail for # 1940 .,1,1
fix broken test,0,0
fix break page because of miss require statement .,1,1
deprecate rail base unversioned pipeline instance api ( # 7713 ),1,3
fix jasmine _ new spec,0,0
fix plugin validation,0,0
fix build,0,0
fix build,0,0
"honor the broken window theory , this wip commit include ,",0,0
fix type check,0,0
fix plugin validation of o,0,0
fixup some scss lint error,0,0
fix warning,0,0
fix test failure,0,0
fix flaky test,0,0
fix the fail test # 194 .,0,0
fix build,0,0
fix route entry for elastic agent,1,1
fix urlrewrite for the dashboard route . ( # 4524 ) ( # 4534 ),1,1
fix test,0,0
drain mode fix ( # 5691 ),0,0
fix test,0,0
solve issue around miss scms come from config repo,0,0
fix test,0,0
fix etag computation for datasharing setting api ( # 5162 ),1,1
fix integration test failure,0,0
fix the installer issue .,0,0
fix mockhttpservletrequest to use right uri,1,3
fix test after change to pluginrequesthelper # 000,1,1
fix test failure with respect to # 2289,1,1
fix config repo clone,0,0
fix feedback :,0,0
fix build,0,0
fix # 539,0,0
fix ' card activity ' page .,0,0
fix defaultpluginregistry,0,0
fix test,0,0
fix test,0,0
fix test,0,0
fix checkbox for allowonlyknownuserstologin # 736 ( # 2756 ),1,1
fix the jobstatusjsonpresentationmodeltest,0,0
fix serilization exception that be throw during cache eviction,1,1
fix flaky test,0,0
fix flaky test,0,0
fix pipeline config error on material tab ( # 8069 ),1,1
fix flaky jasmine test,0,0
fix multiple issue because of console log color -,1,1
fix legacy us of pipelineselections and add / fix test,0,0
fix performance issue in get agent api,1,1
fix test,0,0
"tried fastmath , but no measureable difference",0,0
clarify # 6,0,0
ran findbugs,0,0
"fix 179 , npe for web ui if disconnect node",1,1
fix the subnetwork problem partially for single vehicle # 86,1,1
"fix unsigned right shift and related operation , fix # 417",0,0
fix # 287 to make ghresponse . getxx fail fast,1,3
fix all failing test,0,0
fix miniui and measurement,0,0
fix sort corrupt graph ( # 1733 ),0,0
fix encode value issue # 947 ( # 954 ),0,0
fix config reader . fix # 551,0,0
fix critical bug when loading graphstorage,1,1
fix incorrect distance for ch,1,1
pa ptflagencoder directly,0,0
fix some whitespace and import,0,0
fix cross boundary edge case # 667,0,0
fix broken querytorture test,0,0
fix pt regression,0,0
fix major memory waste problem in memorygraphsafe,1,1
fix several bug,0,0
fix some shortcut bug,0,0
fix javadoc creation problem,0,0
uhm another one,0,0
fix some failing test,0,0
fix exception message,0,0
"fix # 349 , performance issue after merge # 116",1,1
fix issue # 11,0,0
fix problem with block _ area ( # 1917 ),1,1
fix orientation of traversal key,0,0
"fix incorrect exception message , fixes # 470",1,1
fix the main problem in # 112,0,0
"fix # 171 , incorrect direction instruction",1,1
get degree from meter,0,0
fix some implicit bug,0,0
fix issue # 515 & # 592 ( # 835 ),0,0
fix migration bug,0,0
fix # 196,0,0
fix test error,0,0
solve # 361,0,0
fix nullpointerexception when get servletexception,1,1
complete # 208,0,0
create themeservice,0,0
fix error cause by themeservice,1,1
fix comment sort bug,0,0
fix cache expiry calculation error,0,0
fix fatal error while twice installation,1,1
fix issue # 177,0,0
deprecate some dangerous service,1,3
fix issue # 381 : no ip address be record in log,1,1
optimize content archive controller,1,3
fix option list bug,0,0
fix bug,0,0
fix migration logical bug,0,0
fix journal creation error,0,0
fix # 280,0,0
fix error cause by themeservice,1,1
fix native query error,0,0
modify entity,0,0
fix hasoptions bug,0,0
optimize thumbnail generator,0,0
fix user login error,0,0
fix # 290,0,0
optimize deserializer creation ( peter vary review by adam szita ),1,3
opt style,0,0
fix crash of comparison method violate it general contract !,0,0
fix domain error,0,0
solve primefactors,0,0
fix syntax error,0,0
solve lightmorelight,0,0
solve brickgame,0,0
fix loop processing,0,0
fix some issue report by sonar,1,1
fix variable declaration for multiple assigns,1,1
fix various codegen error,0,0
fix sythetic method inline,0,0
fix self constructor call,0,0
fix several issue report by sonar,1,1
fix deobfuscation issue,0,0
fix some sonar warning,0,0
fix console warning during compilation ( gradle build ),1,1
fix incorrect variable declaration,0,0
close # 91 bug fix,0,0
optimize the red black tree validation code,1,3
find a couple of bug in the patricia trie,1,1
fix incorrected spell,0,0
fix casing of ' comment ' .,0,0
fix typevariablename wrt bound and creation from typemirror,1,1
fix nextcontrolflow not accept argument,0,0
take care of some formatting issue .,0,0
fix an issue introduce when add constructor scope .,1,1
fix import error .,0,0
optimize kryovalueencoder .,0,0
optimise unit test .,0,0
optimize unit test .,0,0
optimise refreshcache,0,0
optimize kryo and expressionevaluator ( # 52 ),0,0
optimise unit test,0,0
fix jdk 8 compile error,0,0
fix spell error,0,0
fix batch framework exception,1,1
fix version set,0,0
fix location of tomcat6 home to be inside target,0,0
fix adapter test dependency,0,0
fix defaultrolestest,0,0
fix ldapgroupmappertest with msad and mongo,0,0
fix abstractusertest,0,0
fix timeouts in demoservlets test,0,0
ensure realm name be unique,1,3
fix cdi example,0,0
fix oracle db,0,0
fix msad and openldap,0,0
resolve conflict,0,0
set saml issuer,0,0
fix introspection error for pairwise access token,1,1
fix ldap test with mongo,1,1
fix fuse packaging and example,0,0
fix kerberos test fail in some environment,1,1
fix nullpointer exception in fullnameldapstoragemapper,1,1
fix bug,0,0
fix an npe when the user name be null,1,1
fix test,0,0
fix spfacade servlet,0,0
fix error in testsuite when mongo model be use,1,1
fix db2 and mssql,0,0
fix test,0,0
fix test error cause by change datatable fragment,1,1
fix admin console test ' compilation error .,1,1
fix re - evaluation of conditional flow ( # 6558 ),0,0
fix mongo,0,0
fix test,0,0
fix exportimporttest,0,0
fix mongo model,0,0
fix tomcat 6 issue ( # 4478 ),0,0
fix testsuite failure with mongo model,1,1
fix jpa usersession provider and mysql,0,0
fix url on eap6,0,0
fix potential resource leak from not close stream / reader,1,1
fix modeltest - forgot to close session and factory,1,1
merge conflict,0,0
fix npe if the redirect _ uri parameter be miss,1,1
fix cachepolicy . max _ lifespan invalidation,0,0
fix adapter test demorealm,0,0
fix j error when work with theme i18n,1,1
fix bug where user be incorrectly import,1,1
fix saml test,0,0
fix crlf with lf,0,0
fix mysql - fix transaction during bootstrap,1,1
fix testsuite with mongo,0,0
migrate logintest,0,0
fix fail test with db2,1,1
fix log call,0,0
fix more,0,0
fix some nit,0,0
fix lazy component host,0,0
fix some test to work with robolectric upgrade ( # 496 ),1,3
fix javadoc,0,0
fix ptr context problem in recyclerspec,1,1
fix the return not nullable bug in // libraries / components / litho - widget / src / main / java / com / facebook / litho / widget : widget - bare,1,1
fix invalidation of litho view,0,0
fix simplemethodparammodel equality contract,0,0
fix issue with appear transition,1,1
fix neweventhandler override,0,0
fix the overlap logic,0,0
fix crash when insert item during layout / scroll,1,1
fix match for size type,1,1
fix cachedvalue bug when oncalculatecachedvalue have no params,1,1
fix @ propdefault for kotlin,1,1
fix the retention type for oncreatelayoutwithsizespec,1,1
fix stetho initialization,0,0
fix sample component name,0,0
ensure new viewpager page be mount,1,3
pa localvisiblerect to hostlistenerextension callback,0,0
fix the return not nullable bug in // libraries / components / litho - core / src / main / java / com / facebook / litho : litho,1,1
create frescoimageviewspec,0,0
fix d5974244,0,0
fix javadocs,0,0
fix visibility extension,0,0
fix component spy,0,0
fix ismountsizedependent,0,0
fix javadoc,0,0
fix crash when incremental mount be enable,1,1
fix setrootasync follow by setrootsync,0,0
deprecate lithotooltip,0,0
fix bug where resourcecache be not properly invalidate,1,1
fix insertasync when element be remove before initial render,1,1
fix componenttesthelper # dispatchvisibleevent,0,0
fix synchronization of event trigger,0,0
fix crash cause by snaphelper,1,1
fix transition crash,0,0
fix npe from access wrong array size,1,1
fix memory leak when unfocused visibility event be use,1,1
fix propdefault value extraction for kotlin,1,1
fix vararg builder method for kotlin,1,1
fix crash in materialtextinputspec,1,1
fix visibilitychanged event mountstate calculation,0,0
fix recyclerbinder scroll restoration,0,0
fix custom logger when topic presence ! = allowance,1,1
fix customlog test,0,0
fix utilityclass test case,0,0
fix allocator,0,0
fix some compiler warning,0,0
fix some edge case handle,0,0
optimize import,0,0
fix obsolete usage,0,0
"valuecreator be use , even if value exist . fix # 583",0,0
"make nolock singleton , fix # 480",0,0
fix some concurrency issue,0,0
"fix # 148 , storeappend would not handle multiple commit & reopen .",0,0
fix todos,0,0
"fix issue # 89 , storeappend reopen fail",1,1
fix code generator,0,0
fix some unit test,0,0
fix basic example,0,0
"fix # 150 , concurrency issue in txmaker .",1,1
"fix # 158 , nullpointerexception in cachelru . compareandswap",1,1
fix several memory leak in unit test,1,1
fix transaction,0,0
expire lock after store be gced .,0,0
fix classcastexception in htreemap _ jsr166 long run test,1,1
"fix issue # 77 , error in storageappend",1,1
fix wal problem,0,0
clear with expiration . fix # 708,0,0
"fix # 162 , btreemap value serializer get null value .",0,0
fix more compilation warning,0,0
fix two problem in wal,1,1
fix btreemap concurrent insert,0,0
pas some test,0,0
serializerpojo be not roll back . fix # 249,0,0
fix `` best `` constructor choice .,0,0
fix clonesarguments for null and array ( # 1698 ),1,1
fix # 1155 : thenthrow ( class ) with invalid throwable type ( # 1162 ),1,1
fix some rawtype warning ( # 579 ),0,0
fix the transient problem that cause test failure .,1,1
fix # 98 possible npe,0,0
fix some javadoc stuff,0,0
fix some rawtype warning ( # 574 ),0,0
fix the build,0,0
fix the build,0,0
fix some regression,0,0
fix some @ ignore test : ),0,0
fix test for java 9 ambiguity .,1,1
fix some behavior,0,0
fix the build,0,0
optimize the common case .,0,0
fix the build,0,0
fix some behavior,0,0
fix some rawtype warning ( # 504 ),0,0
fix several javadoc issue ( # 1040 ),0,0
do some clean up with todos,0,0
fix igor ' s puzzle : d,0,0
fix some rawtype warning,0,0
fix some todos,0,0
fix issue relate to window path,1,1
close # 152 . indentation for nested selects log,0,0
clean test,0,0
clean test,0,0
clean test,0,0
fix some compiler warning,0,0
fix some autoboxing,0,0
fix some java test : pad bytes to length 4,1,1
fix illegal javadoc character .,0,0
perfect the store,0,0
fix some stylecheck issue,0,0
fix onpress to work when move within bound .,1,3
fix stroke hit test,0,0
"fix text onpress handling , # 941",0,0
fix caching of text,0,0
fix fontsize propagation and getfontsizefromcontext,0,0
text color don't work with inlinesize # 1225,0,0
optimize hit test .,0,0
fix inlinesize horizontal positioning .,0,0
fix alignmentbaseline,0,0
fix transform of location in hittesting .,1,1
fix issue # 2,0,0
fix sonar finding .,0,0
fix warning,0,0
fix broken oom test,0,0
fix warning,0,0
fix fragment test case,0,0
fix broken test,0,0
fix jmx object name,0,0
fix platform autocoversion . fix issue 8083,0,0
ensure handler be treat lifo,1,3
fix the broken ie build,0,0
fix build,0,0
fix generic,0,0
fix the test break by previous commit,1,1
fix the javadocs build,0,0
fix the start up of node,0,0
verifies do,0,0
"fix grid test compilation error , one test failure",1,1
fix reason to ignore test in marionette,1,3
fix javadoc,0,0
unignoring some test chrome 77 pass locally,0,0
fix key of pageload timeout,0,0
fix element equality in chrome for webdriver issue # 251,1,1
fix logentries serialisation,0,0
fix the javadoc target,0,0
fix the eclipse config .,0,0
