message,isTarget,type
fix some bug with call window include :,0,0
fix wrong negociation of video size with sdp .,1,1
set chat buffer size,0,0
fix sip test .,0,0
fix unit test .,0,0
fix javadoc warning .,0,0
fix issue # 550 . patch by sebastian heib .,1,1
fix contract violation of groupnode ' s node comparator .,1,1
fix some visualization issue on window .,0,0
fix some npe exception when tear down call .,1,1
text formatting .,0,0
fix authotication window protocol icon,0,0
fix issue # 583 and # 579 ( possibly fix and # 580 ) .,0,0
escape $ smiley char,0,0
ignores \ and / when dial phone number .,0,0
normalize line ending,0,0
fix global status icon on set dnd .,0,0
fix the multi chat windows behavior .,0,0
fix avatar retrieves .,0,0
fix callhistoryimpl and test,0,0
fix parse ssrc info ( # 454 ),0,0
fix for issue # 858 `` .,0,0
fix multiple newly - introduced warning .,0,0
fix icq connection problem . and many error message,1,1
fix fileutil ambiguity,0,0
fix incorrect handling of conferencefocuschangedevents .,1,1
fix raw type warning,0,0
fix case sensitivity problem with jabber id,1,1
fix desktop stream stop .,0,0
fix test of receive authorization request .,1,1
fix master password background .,0,0
fix last message correction when otr be enable,1,1
fix some npe when sip presence be disable .,1,1
fix issue # 459 .,0,0
fix the open action for chat room contact .,1,1
fix call history search .,0,0
fix some jdoc warning,0,0
fix 2 compiler warning,0,0
fix # 48,0,0
fix url parse # 32,0,0
fix redisuri validation # 229,0,0
fix flaky test,0,0
fix jmh benchmarks # 1284,0,0
fix experimental byte array codec # 288,0,0
fix cummulative metric collection # 487,0,0
fix command duplication on ask # 1304,0,0
fix misalign buff allocation method # 1367,0,0
fix synchronize issue,0,0
deprecate reactive streamchannel method # 1434,1,3
fix zset score parse for infinite score # 528,1,1
fix generic on reactive dispatch api # 245,1,1
fix method signature redisclient . connectpubsub # 23,1,1
pa allocator a redisstatemachine constructor argument # 1053,0,0
fix verbatim _ string decode # 1332,0,0
fix scanstream element emission # 897,1,1
fix streamreadoutput when xreadgroup don't report the body # 1474,1,2
deprecate statefulconnection . reset ( ) # 907,1,3
fix npe in geo output when use transaction # 241,1,1
fix the cl / gl interop demo,0,0
draw buffer be per - fbo state so only set once,0,0
fix boolean type,0,0
fix memory leak,1,1
fix compilation warning,0,0
fix some xlint warning .,0,0
fix raytracing demo issue on retina macbooks,1,1
bind bug,0,0
fix overload ambiguity,0,0
fix some easy to fix error,0,0
addressed several checkstyle violation,0,0
this close # 2264 . add consumeazureeventhub .,0,0
fix line ending for change file,0,0
fix sitetositereportingrecordsink when transaction send no data,1,1
fix putkudu processor concurrency issue,1,1
fix persistentmapcache bug that skip persistent eviction,1,1
fix check - style error for solr bundle,1,1
fix mergecontent to process all ready bin,1,1
fix validaterecord handling of miss require array field,1,1
"deprecate integerholder , longholder , booleanholder",1,3
fix validaterecord type coercing,0,0
fix processgroup tree,0,0
fix listgcsbucket file duplication error,1,1
fix format issue for nifi - 433,1,1
remove ` rel _ not _ found `,0,0
fix convertexceltocsv to handle empty cell .,1,1
fix testlistensmtp and testlistfile on macos build environment ( # 4341 ),1,1
fix site - to - site transit uri,0,0
fix puthive3streaming handling of recordreaderfactoryexception,1,1
fix contrib check,0,0
fix realconnection to guard allocationlimit by connectionpool .,1,1
fix problem with deflatersink .,0,0
fix flaky recoverfrommultiplecancelreusesconnection,0,0
fix okhttpurlconnection to not swallow unexpected exception .,1,1
give base64 lot of love .,0,0
configure conscrypt trust manager ( # 4889 ),0,0
fix some autobahn test .,0,0
fix occasional hang with http2 goaway frame,1,1
fix checkstyle error .,0,0
fix the string representation of tlsversion for recordedrequest .,1,1
fix sample and add test ( # 5228 ),0,0
fix cooky for spdy transport .,1,1
fix problem with connection recycling and recovery .,1,1
fix some crawler bug .,0,0
fix the delayed transfer for http request,1,1
deprecate the apache shim .,1,3
make call cancel more reliable .,1,3
fix mockwebserver jar download 404,1,1
fix froyo bug : no more descendingiterator,1,1
fix some broken api check and test case,1,1
fix some okbuffer bug .,0,0
fix a bug where authentication be incorrectly case sensitive .,1,1
fix a bug where http post be always buffer .,1,1
fix some bug from exercise httpconnection + spdy .,1,1
honor the max concurrent stream set .,0,0
fix the socket policy to fix a flaky test .,1,1
fix a regression close websockets before connect,1,1
fix another error prone bad timezone error ( # 4038 ),1,1
fix a concurrency bug in spdy setting .,1,1
fix examples to give up if authentication fails .,1,1
do url shortening / lengthening asynchronously,0,0
fix findbugs error,0,0
fix location permission crash,1,1
fix all lint issue,0,0
fix lint error,0,0
set summary a the prefernces select value,1,1
fix pmd error,0,0
fix blocky ui behavior while scan .,1,1
fix listview adapter crash,1,1
fix checkstyle error,0,0
fix checkstyle error in collection library,1,1
fix checkstyle error,0,0
fix notification issue,0,0
fix test,0,0
fix broken test .,0,0
fix targetactiontest .,0,0
retry request even when there be no connectivity,1,3
fix stream decoding .,0,0
fix javadoc parenthesis,0,0
fix synchronous executor swallow exception .,1,1
fix bitmapfactory insamplesize logic,1,1
test all the thing .,0,0
fix message memory leak,1,1
fix airplane mode warning and other warning,0,0
fix croptopreview on android,0,0
fix some formatting issue .,0,0
fix stream error and date format error,0,0
fix some warning,0,0
remove gitignore,0,0
fix scan on landscape mode ( # 949 ),1,1
deprecate scribejavaconfig and forcetypeofhttprequest,1,3
fix java 5 compilation ( # 318 ),0,0
fix style error from test .,0,0
deprecate oauthconfig,1,3
make the test sample long enough,1,3
fix more place where task might use invalid bound .,1,1
pa one hote and date feature test,0,0
fix the bug of calculate trainning error,1,1
optimize kriging,0,0
enchance matrix,0,0
fix the bug with rowmeans and colmeans,1,1
optimize top 2 near neighbor search,1,3
fix isomap test case,0,0
fix the race condition of random number generation,1,1
fix serialization test,0,0
fix standardidpool race condition,1,1
reenabled short hbase cf name,0,0
fix idallocationtest unique _ instance _ id generation,1,1
bugfixing i,0,0
merge change,0,0
fix some more titan - test compile error,1,1
fix a test case failure around object serialization,1,1
fix 2 thing :,0,0
fix bug relate to partition logging .,1,1
fix systemtype management,0,0
fix abstractconfiguration . getsubset ( root ),0,0
fix two hbase store name shorten bug,1,1
fix bulk operation error propagation,1,1
fix consistentkeylocker & test,0,0
fix consistentkeylockertest,0,0
fix # 592,0,0
fix transparency on widget,0,0
detect network change,0,0
fix order by position,0,0
fix test,0,0
optimize import,0,0
fix historyeditordialog,0,0
create migration test,0,0
fix habit selection menu item background color,1,1
fix toolbars,0,0
fix bug that prevent ringtone from be save,1,1
fix ripple when day be reverse,0,0
fix widget color and size,0,0
fix test,0,0
create fail regression test for issue # 534,0,0
fix nullpointerexception,1,1
fix header label for rtl language such a arabic,1,1
fix small issue with the number picker,1,1
migrate instrumentationregistry,0,0
fix timezone issue,0,0
fix the form field contain example,1,1
build fix,0,0
fix issue # 1258,0,0
fix filesystem # mkdirs javadoc - fix # 3030,0,0
optimise import,0,0
fix wrong option and test them,0,0
fix synchronization issue in connection manager connqueue,1,1
fix # 3077 call endhandler for httpserverresponse without keepalive ( # 3078 ),1,1
fix the clear text connection upgrade issue,1,1
fix message producer # 1382,0,0
fix issue,0,0
ensure executefromio be set correctly in various place,1,3
ensure tccl be not null,1,3
fix clusteredeventbusstartfailuretest,0,0
fix racy test,0,0
fail test,0,0
fix issue # 1851,0,0
fix a couple of wrong context bug,1,1
fix break httpserver microbenchmark,1,1
fix dnsclient impl,1,1
fix launchertest,0,0
fix npe when session discard,1,1
fix checkstyle issue,0,0
deprecate removerequestdefaultviewselectorfactoryanddefaultviewselectorsadded,0,0
fix npe cause by change for issue 1043,1,1
fix issue 2745 spidersitemapxmlparser,0,0
fix potential memory leak in the scanner,1,1
fix indexoutofboundsexception in paramspanel when show context menu,1,1
fix issue 368 spider api url list,1,1
prefix all confidence relate constant with confidence _,1,3
fix npe when save manual authentication data,1,1
fix policy file - quote shouldnt be escape,1,1
fix main layout,0,0
fix incorrect check,0,0
depreciate method return a map of params,1,3
fix some spider checkstyle issue .,1,1
fix more memory leak .,1,1
fix osx id _ kp _ serverauth requirement,0,0
resolve # 4824,0,0
fix the progress bar view for mac o x,0,0
fix infinite loop with scan progress dialogue,1,1
fix report write failure when path contained ' # ',1,1
fix nullpointerexception during gui initialisation,1,1
fix fail test on window,0,0
fix npe and issue with top level regexes,1,1
fix issue 3447 - params table truncation,1,1
fix some issue relate to the httpsessionsapi .,1,1
fix contextgeneralpanel . setname null pointer exception,1,1
fix 2 ref to baseline,0,0
fix some small issue introduce with revision 1881 .,1,1
fix misalign custom vector index,1,1
fix interruptedexception while stop the spider,1,1
deprecate optionsparammisc,0,0
fix noclassdeffounderror when run zap with gui from package,1,1
fix deadlock when add http view,1,1
fix issue i472 . solve some checkstyle issue .,1,1
fix issue 4988 - defaultparsefilter,0,0
fix issue relate to parameterparser,1,1
fix findbugs warning,0,0
fix potential nullpointerexception,1,1
fix bug where spider scan all site,1,1
fix some bug,0,0
optimize search,0,0
fix bug,0,0
neighbour cell fix & shutdown crash,0,0
fix more inconsistent naming,0,0
fix compilation,0,0
fix bts measurement and defaultlocations dbv layout,1,1
fix bts measurement dbv,0,0
fix # 290 false yellow flag,0,0
optimize gettranscripttext ( ),1,3
fix bug in alt - key key processing .,1,1
fix whitespace .,0,0
fix rotation of colored text .,0,0
honor the altsendsesc flag .,0,0
fix bitmapprocessor interface,0,0
fix readme,0,0
fix some bug around end invocation behavior,0,0
fix ups for range request .,0,0
fix event ack,0,0
fix crash bug when cancel request be cache .,1,1
fix random intermittent crash in selector closing .,1,1
fix bug where direct buffer get reclaim .,1,1
fix crash when change setting from studyoptions screen,1,1
remove indentation,0,0
fix sync error introduce in beta29,0,0
fix bug 440 : black text on black background,1,1
optimize gencard,0,0
fix test : schedv2test . test _ moveversions,0,0
fix some translation,0,0
fix some minor bug,0,0
fix bug where preference change be not apply,1,1
fix npe when get text from clipboard .,1,1
fix broken custom sync server url generation,1,1
fix crash on sync due to collection be close,1,1
fix piechart diagram :,0,0
fix crash preview faulty template,1,1
fix some widget update problem,1,1
fix the replayquestion behavior,1,1
fix break fullscreen,0,0
fix issue 2086 and some other small problem .,0,0
fix count not update when preference change from reviewer,1,1
fix npe when access mcards in browser,1,1
fix some npes,1,1
fix color in xlarge layout of studyoptionsfragment,0,0
fix the remain confirmation dialog,0,0
create dark theme,0,0
fix crash when load decklist,1,1
solve bug 2358170,0,0
fix undo bury card have no effect,1,1
fix some issue with new log,0,0
fix break reviewer,0,0
fix async mediacheckdialog,0,0
fix crash on api8 ( issue 2635 ),0,0
fix readtexttest multiple execution issue,1,1
fix statistic dialog,0,0
fix showcaseview position in tablet,1,1
fix some setcontentview issue,0,0
close 6919,0,0
set stats title,0,0
fix test failure,0,0
fix issue 2487 and 2489,0,0
fix some issue with deck picker and study option,1,1
fix pr # 458,0,0
fix some big widget problem,0,0
fix importdialog illegalstateexception crash,1,1
pull change,0,0
fix audio whitespace handling,0,0
fix resource leak .,0,0
fix leech,0,0
fix all test deprecation / androidstudio lint,0,0
fix broken custom sync server medium server url generation,1,1
fix bug in # 670,0,0
fix bug in _ expandclozes,0,0
fix some compiling and loading issue,1,1
fix several bug find by test _ noteadddelete,0,0
fix # 4041 .,0,0
fix issue 2265,0,0
fix some animation,0,0
fix perceive crash when cancel sync,1,1
fix mathjax cloze duplication issue .,1,1
fix some closing problem,0,0
fix inconsistent headline in navigation drawer .,1,1
find bug which make load on deckpicker very slow,1,1
fix # 401 ( versioncode / versionname ),0,0
fix potential class cast exception,0,0
fix some javadoc issue,0,0
optimize search pager,0,0
optimize viewpager memory manager,1,3
optimize code,0,0
optimize search module,1,3
optimize login logic,1,3
fix again login bug,1,1
optimize status bar visible,1,3
merge conflict,0,0
color be flip from what question describe . fix that .,0,0
fix bug with parallel line,0,0
fix model .,0,0
fix method name .,0,0
fix textentity long url .,1,1
fix rebroadcastbroadcastwriter event object .,0,0
fix wrong scroll position due to load more adapter .,1,1
fix item activity before load .,1,1
fix item collection change notification .,1,1
fix card view click through .,1,1
fix appbar hide when badly recreate .,1,1
fix # 46 nested recyclerviews self - scroll .,0,0
fix view more visibility .,1,1
fix lint .,0,0
fix toolbar alpha when data not load .,1,1
fix access for extra _ * .,0,0
fix infinite loop .,0,0
fix nightmodehelper .,0,0
fix broadcast list pad top .,0,0
fix some lint .,0,0
fix webviewactivity toolbar theme when rotate in night mode .,1,1
fix movie have do state in item collection ui .,1,1
fix deadlock bug in env static initialization ( # 610 ),1,1
fix temp file problem in log test case ( # 908 ),1,1
fix the memory leak,0,0
fix the first load data bridge error,1,1
fix npe when server have be close asynchronous .,1,1
fix sonicurlprotocol error block request,1,1
fix some bug for sonic android - sdk,1,1
rebase master,0,0
fix some bug for sonic android - sdk,1,1
fix database sql query error,1,1
fix bug,0,0
fix bug,0,0
fix first load cache faild,1,1
fix the crash for sonicsession,0,0
fix presence actor,0,0
fix splash screen,0,0
fix sdk delegate,0,0
fix compilation error,0,0
fix compilation error,0,0
fix shouldcomponentupdate,0,0
fix header file conversion,1,1
fix authentication freezing,1,1
fix relate data application,1,1
fix io compatibility,1,1
fix container serialization,1,1
fix compilation error,0,0
fix user presence,0,0
fix compilation error,0,0
fix compilation error,0,0
fix contact list,0,0
fix compilation error,0,0
fix jsconfig,0,0
fix sha256 encryption on j,0,0
optimize auth sm and phone screen for ipad,1,3
fix compilation,0,0
fix compilation error and move usersmodule,1,1
fix compilation error,0,0
fix locale detection,0,0
fix pictureactivity,0,0
"fix api class generation , regenerate api",1,1
fix dispatcher,0,0
fix crash on receive update before auth,1,1
fix url handling,0,0
fix compilation error,0,0
fix multiple memory leak,1,1
pa readbyme date,0,0
"fix icloud document sending , fix document bubble layouting",1,1
fix compilation error,0,0
fix storage upgrade,0,0
fix initial dialog read / receive state,1,1
fix compilation error,0,0
fix manifest dependency,0,0
fix compilation error,0,0
fix call rejection,0,0
sort member,0,0
fix compilation error,0,0
"fix inconsistent api , fixes # 185",1,1
"fix intial list loading , cache cell size",1,1
fix security page localization,1,1
fix compilation error,0,0
fix miss group creation date in response,1,1
fix decryption mismatch decryption source array,1,1
fix miss file,0,0
fix compilation,0,0
fix compilation error,0,0
fix unworking j2objc lambda,0,0
fix memory leak,0,0
fix unsued and nullable warrings,1,1
fix mqtt reconnecting,0,0
fix outgo call non - answering state,1,1
peer manager ),0,0
fix npe of mousemove without image,1,1
fix xmldecompressor bug,0,0
fix sample app,0,0
fix javadocs,0,0
fix bad system timer bug # 104,1,1
fix default exponential backoff,0,0
fix iokittest and requesttest failure on window,1,1
fix some problem,0,0
fix the ip,0,0
fix transaction report line99 sort,1,1
fix the test error,0,0
fix a bug when close idle bucket,1,1
fix the remote service log bug,1,1
fix bug,0,0
fix bug,0,0
fix test case after codegen bug fix,0,0
fix bug,0,0
add fiel,0,0
fix bug,0,0
fix the weekly database bug,1,1
fix the header display,0,0
fix the queue size,0,0
fix bug,0,0
fix the unused testcase,0,0
fix bug,0,0
fix bug,0,0
fix some problem,0,0
fix the metric bug,0,0
fix bug,0,0
fix bug,0,0
fix bug of app data consumer and test case,1,1
merge the conflict,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
config the catfilter,0,0
fix the topanalyer problem,0,0
modity the history domain,1,3
fix the test error,0,0
fix mpsc - queue bug .,0,0
fix bug,0,0
modify datetimepicker,0,0
find tomcat pid,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
amend heartbeatalert ftl,0,0
resume heartbeat report part,0,0
fix the queue bug,0,0
modifty the logview,0,0
fix bug,0,0
optimize code,0,0
fix bug,0,0
modify the conflict,0,0
fix the problem,0,0
merge whale,0,0
fix bug relate to cookie,0,0
fix bug,0,0
modify small bug througth findbug,1,3
fix bug,0,0
fix some problem,0,0
fix the event graph problem,1,1
pa agent he cat agent,0,0
fix bug,0,0
fix the code,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix the netaddress ip,1,1
pull resolve conflict,0,0
fix transaction bug,0,0
fix some other issue of sonar,0,0
fix bug,0,0
fix bug,0,0
notate phone number for too many am,0,0
fix the tcpsocket,0,0
fix the alert config,0,0
solve conflict,0,0
fix some issue,0,0
fix the filenot find bug,1,1
fix bug # 2123003,0,0
fix thing report by findbugs,0,0
fix suspicious getters and setter . # 1555,1,1
fix broken link,0,0
"fix pmd violation from shortmethodname rule , issue # 982",1,1
fix more checkstyle error .,0,0
issue # 6875 : suppresswithnearbycommentfilter do not match message,1,2
fix pmd violation of avoidcatchinggenericexception rule . # 959,1,1
fix pmd violation of exceptionasflowcontrol rule . # 962,1,1
issue # 1930 : equalsavoidnull check should check string concatenation,1,3
"fix pmd violation from avoidthrowingnullpointerexception , issue # 960",1,1
fix false positive in javadocparagraphcheck # 335,1,1
"fix bug with multiple import , part of issue # 706",1,1
eat our own dog food .,0,0
fix checkstyle error,0,0
fix intelijidea violation,0,0
fix up test that be break under maven .,1,1
issue # 3175 : fix sevntu violation in test and it,0,0
"fix bug with multiple field , part of issue # 706",1,1
fix the checkstyle error,0,0
fix variable with standard name . # 1555,1,1
fix error find by the new check .,0,0
fix a bug find with inner definition .,1,1
fix javadoc error,0,0
fix 1249707 : abstracttypeawarecheck don't work with type from typeparm,1,1
fix pmd violation from avoidfieldnamematchingmethodname rule . # 984,1,1
fix style of exist code .,0,0
issue # 2813 : javadoctagcontinuationindentation don't report some line,1,1
fix checkstyle error - all mine : - (,0,0
fix eclipse warning about unused variable,1,1
issue # 5984 : xpathsuppression generation should support module id,1,1
fix compilation error for window environment . # 1342,1,1
fix false positive with annotation _ def # 237,1,1
fix false positive in javadoctagcontinuationindentationcheck # 323,0,0
fix checkstyle error,0,0
fix test,0,0
fix main class and docker configuration .,1,1
fix potential problem of database sequence maxing out ( # 1793 ),1,1
eventing support ( # 100 ),0,0
fix the indentation and error message,1,1
fix all of the mysql bug,1,1
fix the static import,0,0
"solve # 346 , noclassdeffounderror : org / apache / logging / log4j / util / reflectionutil",1,1
"fix checkstyle error , mostly final var",1,1
fix # 95,0,0
fix # 141,0,0
fix race condition in embeddedleaderservice # grantleadershipcall,1,1
fix overly restrictive condition to identify disjoint plan .,1,1
fix some spell mistake,0,0
fix kmeans example,1,1
harden taskexecutortest # testsyncslotswithjobmasterbyheartbeat,0,0
fix optimizer to create plan when encounter incompatible partitioning .,1,1
rebase fix,0,0
fix dispatcherresourcecleanuptest race condition ( # 13540 ),1,1
fix several bug relate to recovery from file channel,1,1
fix exponential planning time of large program,1,1
fix checkstyle violation in jobgraph and jobgraphtest,1,1
fix unclosed dataoutputviewstream usage,1,1
deprecate non - well - defined sinkfunctions,1,3
fix getter method of abstractjdbccatalog,1,1
fix # 149,0,0
fix # 62,0,0
fix reduce and groupreduce test failure,1,1
fix pojocomparator,0,0
fix javafunction bug,0,0
fix # 134,0,0
fix the managed memory planning after patch 9ce6293075d1a2326df8a2e99c032445a555b28b,1,1
fix checkstyle error and various warning .,0,0
fix deltaiteration bug with immutable type,1,1
fix generic compiler problem with java 6,1,1
fix atleastoncebuffertest,0,0
fix continuouseventtimetrigger fire without state,1,1
include daniel warnekes unionrecordreader,1,3
fix # 102,0,0
fix # 36,0,0
fix # 250,0,0
fix minor javadoc problem,0,0
fix various javadoc error,0,0
fix webclient config forwarding,1,1
fix asynchronous partial sorter test,1,1
fix groupreducedriver test .,0,0
fix # 258,0,0
harden historyservertest # testfullarchivelifecycle,1,3
fix checkstyle violation,0,0
fix some minor problem discover by findbugs,1,1
fix javadoc of remotestreamenvironment,0,0
fix bug in topological sort,1,1
fix # 140,0,0
fix incorrect getter / setter detection,1,1
fix internalstatetest to avoid printout + minor streamvertextest fix,1,1
fix combiningunilateralsortmerger ( for reduceexternalitcase ),1,1
fix break build,0,0
fix indexoutofboundsexception when receive empty buffer,1,1
harden socketclientsinktest,0,0
fix faulty input split localization,1,1
fix some minor style problem,0,0
fix bug about throw concurrentmodificationexception when stop timerservice .,1,1
fix combiner for group reduce .,1,1
fix jsoninputformat testcase,0,0
fix clifrontendyarnaddressconfigurationtest failure,1,1
fix some conflict,0,0
fix erroneous emission of slide time prereducer,1,1
fix newly discover checkstyle violation,1,1
fix # 115,0,0
fix taskmanagerrunnertest instability,1,1
fix streamrecordwriter behaviour with buffer timeout set to 0,1,1
fix javadoc examples in tumble and sliding time window,0,0
fix # 139,0,0
fix multiple input cofunction,1,1
fix bug relate to channel lookup service,1,1
fix scalashell executeasync to ship all dependency,1,1
fix the unstable filesinkitcase,1,1
fix unstable continuousfileprocessingcheckpointitcase,1,1
fix # 200 & # 201 ( followup ),0,0
fix # 273,0,0
fix # 185,0,0
fix instantiation of tuple comparators .,1,1
fix behavior of flinkkafkaconsumer for out of range offset,1,1
fix # 146,0,0
fix pact builder to only have one constructor,1,1
fix # 119,0,0
fix conflict after rebase of pr # 249,1,1
deprecate listcheckpointed interface,1,3
fix cost formula for cached hash join,1,1
fix batchtest,0,0
fix # 139,0,0
solve issue # 3,0,0
fix buffer leak in taskmanager / test task,1,1
harden cassandraconnectoritcase ``,0,0
fix # 247,0,0
fix loading of wrong taskmanager class,1,1
take care of warning in various pact class,1,3
fix unnecessary object creation for large record sorter,1,1
fix global enumeration,0,0
fix buggy computation of taskmanager free memory size,1,1
fix instantiation of remote executor .,1,1
fix the recursive summation in fileinputformat . addfilesindir,1,1
fix streamcollectortest,0,0
fix pojo expression key for group reduce,0,0
fix various test .,0,0
fix shaky eventtimeallwindowcheckpointitcase,0,0
fix state handling in cep,1,1
fix various bug relate to file channel,0,0
fix avro getter / setter recognition,1,1
fix broker failure test case,1,1
fix shallow discard + proper checkpoint commit,1,1
fix some problem,0,0
fix slidingwindowstateiterator,0,0
fix # 59,0,0
fix reject slot offer bug in jobmaster,1,1
deprecate record api,1,3
fix # 706,0,0
fix # 1085,0,0
fix # 1699 : add test,0,0
fix # 965 problem with double quote,0,0
fix broken test,0,0
fix # 505,0,0
fix # 1533 nullpointerexception while apply repeatable migration with maven,1,1
fix # 1080 ora - 00911 : invalid character on ' from ',1,1
fix # 728 sql - based callback,1,1
fix # 1401 not get the full stack error,1,1
fix # 983 redshift copy not work,1,1
fix broken redshift test,1,1
fix # 1534 metadatatable not update with autocommit false,1,1
fix # 1216,0,0
fix # 692,0,0
fix # 1804 : repair : also correct migration type,1,1
fix # 2236 : canexecuteintransaction be not respect by javamigration,1,1
fix unused import,0,0
fix # 1036 ora - 00911 : invalid character,1,1
fix # 708,0,0
fix # 430,0,0
fix # 1075,0,0
fix # 1804 : repair : also correct migration type,1,1
fix # 842 and add remain change for # 860,0,0
fix # 102,0,0
fix # 1468,0,0
fix # 2041 : sybase 15 . 7 : incorrect syntax near ' go ',1,1
fix # 2260 : callback output don't match execution order,1,1
fix # 2596 stored proc issue in snowflake,1,1
fix broken test,0,0
fix tomcat url handle fallout,1,1
fix # 2302 : oracle sql * plus : support whenever sqlerror exit sql . sqlcode,1,1
fix parser bug,0,0
fix # 2183 : fail - fast when erroroverrides be use with batch = true,1,1
fix # 604,0,0
fix issue # 1080,0,0
fix jdk log class and method name,1,1
fix # 2577 : snowflake bug,0,0
fix # 542,0,0
fix # 1264 regression in multiline comments / quotes handle,1,1
fix # 724,0,0
fix # 501,0,0
fix # 783 spring jdbc not available from command line,1,1
fix # 1636 : metadata table creation error be not report,1,1
fix # 1556 : percona xtradb cluster support,1,1
fix # 559,0,0
fix # 2949 : fix table lock retry logic,1,1
fix # 621 : flyway clean do not remove mysql event,1,1
fix # 977 fail on invalid command - line option,1,1
fix # 1691 : db2 store procedure nest block support,1,1
fix bug 692379,0,0
fix bug 879498,0,0
fix bug 539121 .,0,0
fix bug 526537 .,0,0
fix bug 594630 and bug 583397 .,0,0
fix issue # 680,0,0
"fix bug 660517 , 660471 and other detail .",0,0
fix building issue with last importapi change .,1,1
fix bug 659017,0,0
fix # 1507 undirected average path length not available,1,1
fix bug 526040 .,0,0
fix # 1730 timeline usability issue,1,1
fix bug 584286 .,0,0
fix edge count on duplicate .,1,1
merge change,0,0
fix bug 626394 .,0,0
fix small bug with longtask,0,0
fix bug 552394 .,0,0
fix issue # 1315 and # 1353,0,0
fix unreleased lock,0,0
fix bug 649908 .,0,0
fix bug 649920 .,0,0
fix several bug in edge data table :,0,0
fix bug 626495 .,0,0
fix issue # 1148,0,0
fix bug 626865 .,0,0
fix issue # 1114,0,0
fix issue # 518,0,0
fix issue # 503,0,0
fix issue # 649,0,0
fix # 1391 stuck on dot import,1,1
"fix issue # 1060 , # 292 and # 1211",0,0
fix a bug when generate several graph .,1,1
fix break build,0,0
fix issue # 575,0,0
fix bug 584283 .,0,0
fix bug 654030,0,0
fix the png margin regression,1,1
fix minor color chooser issue in appearancepluginui,1,1
fix bug 538991 .,0,0
fix issue # 605,0,0
"fix thread , set daemon thread setting .",1,1
fix bug 760454 .,0,0
fix bug 793163,0,0
add nodepencilpanel .,0,0
fix bug 594231 .,0,0
fix issue # 552,0,0
fix meta - edge calculation when reset view .,1,1
fix bug 603478 .,0,0
fix bug 584289 .,0,0
fix bug 522402 .,0,0
fix edge partition panel .,0,0
fix several problem with filter,0,0
fix bug 559866 .,0,0
fix bug 620337 .,0,0
fix timeline init .,0,0
fix issue # 1262,0,0
fix deadlock and cast exception,1,1
fix bug 661257 .,0,0
fix issue # 604 on gml export,0,0
fix # 1753 cytoscape to gephi ( graphml import issue ),1,1
make the dragging working .,0,0
fix range filter range calculation .,1,1
fix issue # 1321,0,0
fix menubar hidden,1,1
fix persistence in layout and viz .,0,0
fix attributeimpl bug .,0,0
fix bug 622154 .,0,0
fix datalaboratoryhelper usage,0,0
fix bug 785635,0,0
fix arrow color .,0,0
fix bug 604003 .,0,0
fix edge and arrow select color .,0,0
fix # 1730 timeline usability issue ( overlap tick ),1,1
fix # 1640 take screenshot will be overwrite,1,1
fix lod issue with screenshots take,1,1
fix some indentation .,0,0
fix bug 612848,0,0
fix edge drawing .,0,0
fix # 1454 suddenly not import all of my edge,1,1
fix bug 616415 .,0,0
merge change,0,0
fix # 1507 undirected average path length not available,1,1
fix possible issue with convex hull octant array .,1,1
fix bug 528563 .,0,0
fix issue # 601,0,0
fix bug 557305 .,0,0
fix dynamic edge matching .,1,1
fix bug 545997 .,0,0
fix bug 717869,0,0
fix bug 653640,0,0
fix proportionnalsizemode .,0,0
fix workspace change issue,0,0
fix issue # 1159,0,0
fix font issue in tool,1,1
desktopclustering branding .,0,0
fix issue # 1244,0,0
fix # 860 scale factor for expension / contraction,1,1
fix issue # 527,0,0
fix issue # 1348,0,0
fix bug 541819 .,0,0
fix issue # 1120,0,0
fix issue # 494,0,0
fix # 1619 self loop edge display,1,1
fix issue # 1161 and # 1162,0,0
fix preview font persistence,1,1
fix issue # 1239,0,0
fix problem with property recognition when multiple choice .,1,1
fix issue # 650,0,0
fix issue # 1150,0,0
fix bug 522889 .,0,0
fix # 1281 data laboratory - nullpointerexception when switching workspace,1,1
fix the timeline tooltip,1,1
fix bug 658816,0,0
fix break build,0,0
fix previously non - translatable string,1,1
fix some bug in the drawer panel,0,0
reintegrate previewexportui,0,0
fix bug 656955 .,0,0
fix issue # 508,0,0
fix issue # 472,0,0
debug svgexporter,0,0
fix issue # 1320,0,0
fix minor richtooltip position issue,1,1
fix edt issue for bug 519423 .,0,0
fix issue # 539,0,0
fix bug 659270 .,0,0
fix bug 526537 .,0,0
fix bug 526739 and bug 526745 .,0,0
fix # 1606 how to make rankinglabelsizetransformer work ?,0,0
fix # 1317 no suitable driver find for jdbc : mysql : //,0,0
fix issue with inclusive / exclusive bound for range,0,0
fix issue # 1193,0,0
fix zoom slider problem .,0,0
fix rectangle selection ;,0,0
fix mutualdegreerangefilter .,0,0
fix building .,0,0
fix # 1810 gephiformatexception can cause arrayindexoutofboundsexception : 0,1,1
fix bug 676087,0,0
fix glcanvas resize issue .,1,1
fix # 1564 partition filter don't work with edge,1,1
fix name issue and equal filter npe,1,1
fix bug 541813 .,0,0
fix bug 601066 .,0,0
